CODE_ISO;GMDNR;GMDNAME;AREA_HA;X_CNTR;Y_CNTR;ACODE;ACAT;ANAME;E_CNTR;N_CNTR
CH;2915;Dörflingen;582;696100;284800;T_2939;4;Schaffhausen (CH);2696100;1284800
CH;2917;Lohn (SH);487;692400;290200;T_2939;4;Schaffhausen (CH);2692400;1290200
CH;2919;Stetten (SH);472;691800;288400;T_2939;4;Schaffhausen (CH);2691800;1288400
CH;2920;Thayngen;1992;695100;289300;T_2939;4;Schaffhausen (CH);2695100;1289300
CH;2931;Bargen (SH);827;687900;294100;T_2939;4;Schaffhausen (CH);2687900;1294100
CH;2932;Beringen;1868;685300;283700;T_2939;4;Schaffhausen (CH);2685300;1283700
CH;2933;Buchberg;586;684500;269700;261;4;Zürich;2684500;1269700
CH;2936;Merishausen;1756;687700;290700;T_2939;4;Schaffhausen (CH);2687700;1290700
CH;2937;Neuhausen am Rheinfall;800;688500;281900;T_2939;2;Schaffhausen (CH);2688500;1281900
CH;2938;Rüdlingen;551;684600;270700;261;4;Zürich;2684600;1270700
CH;2939;Schaffhausen;4185;689600;283800;T_2939;1;Schaffhausen (CH);2689600;1283800
CH;2953;Siblingen;942;681200;285400;T_2939;4;Schaffhausen (CH);2681200;1285400
CH;296;Illnau-Effretikon;3291;694200;253700;261;3;Zürich;2694200;1253700
CH;298;Wiesendangen;1917;701700;264300;230;4;Winterthur;2701700;1264300
CH;3;Bonstetten;743;677800;241000;261;4;Zürich;2677800;1241000
CH;3001;Herisau;2520;738700;250300;3203;3;St. Gallen;2738700;1250300
CH;3002;Hundwil;2408;742000;247700;3203;4;St. Gallen;2742000;1247700
CH;3003;Schönengrund;519;735200;243200;3203;4;St. Gallen;2735200;1243200
CH;3004;Schwellbrunn;1742;736800;246100;3203;4;St. Gallen;2736800;1246100
CH;3005;Stein (AR);936;743900;248700;3203;4;St. Gallen;2743900;1248700
CH;3007;Waldstatt;675;739500;246700;3203;4;St. Gallen;2739500;1246700
CH;3023;Speicher;818;751200;253100;3203;4;St. Gallen;2751200;1253100
CH;3024;Teufen (AR);1525;747100;250700;3203;4;St. Gallen;2747100;1250700
CH;3025;Trogen;1003;752900;252800;3203;4;St. Gallen;2752900;1252800
CH;3034;Rehetobel;672;754200;254800;3203;4;St. Gallen;2754200;1254800
CH;306;Lyss;1483;590000;213700;90306;6;Lyss;2590000;1213700
CH;307;Meikirch;1023;594300;206500;351;4;Bern;2594300;1206500
CH;309;Radelfingen;1471;587400;207800;351;4;Bern;2587400;1207800
CH;310;Rapperswil (BE);2258;597900;212500;351;4;Bern;2597900;1212500
CH;311;Schüpfen;1984;595400;209700;351;4;Bern;2595400;1209700
CH;3201;Häggenschwil;907;743400;262100;3203;4;St. Gallen;2743400;1262100
CH;3202;Muolen;1033;742000;265100;3203;4;St. Gallen;2742000;1265100
CH;3203;St. Gallen;3938;746200;254600;3203;1;St. Gallen;2746200;1254600
CH;3204;Wittenbach;1220;746300;258700;3203;2;St. Gallen;2746300;1258700
CH;3211;Berg (SG);376;748300;261300;3203;4;St. Gallen;2748300;1261300
CH;3212;Eggersriet;890;753400;256600;3203;4;St. Gallen;2753400;1256600
CH;3213;Goldach;471;752800;260000;4401;2;Arbon – Rorschach;2752800;1260000
CH;3214;Mörschwil;984;749600;259500;3203;4;St. Gallen;2749600;1259500
CH;3215;Rorschach;178;754800;260700;4401;1;Arbon – Rorschach;2754800;1260700
CH;3216;Rorschacherberg;709;756100;259500;4401;2;Arbon – Rorschach;2756100;1259500
CH;3217;Steinach;450;750800;263300;4401;2;Arbon – Rorschach;2750800;1263300
CH;3218;Tübach;199;751700;261400;4401;2;Arbon – Rorschach;2751700;1261400
CH;3219;Untereggen;713;751800;257900;3203;4;St. Gallen;2751800;1257900
CH;3231;Au (SG);465;765800;256100;T_3251;2;Rheintal (CH);2765800;1256100
CH;3232;Balgach;652;763800;253000;T_3251;2;Rheintal (CH);2763800;1253000
CH;3233;Berneck;562;764000;255000;T_3251;2;Rheintal (CH);2764000;1255000
CH;3234;Diepoldsau;1125;767400;250600;T_3251;2;Rheintal (CH);2767400;1250600
CH;3236;St. Margrethen;687;765500;258100;T_3251;2;Rheintal (CH);2765500;1258100
CH;3237;Thal;966;760700;259300;4401;2;Arbon – Rorschach;2760700;1259300
CH;3238;Widnau;422;765700;252900;T_3251;2;Rheintal (CH);2765700;1252900
CH;3251;Altstätten;3946;758700;249600;T_3251;1;Rheintal (CH);2758700;1249600
CH;3252;Eichberg;544;757500;245900;T_3251;4;Rheintal (CH);2757500;1245900
CH;3253;Marbach (SG);438;760800;251200;T_3251;2;Rheintal (CH);2760800;1251200
CH;3255;Rebstein;439;761900;252100;T_3251;2;Rheintal (CH);2761900;1252100
CH;3271;Buchs (SG);1595;754100;225800;T_3271;1;Buchs (SG) (CH);2754100;1225800
CH;3272;Gams;2227;751800;230100;T_3271;4;Buchs (SG) (CH);2751800;1230100
CH;3273;Grabs;5465;751900;227700;T_3271;2;Buchs (SG) (CH);2751900;1227700
CH;3275;Sevelen;3033;755200;221000;T_3271;4;Buchs (SG) (CH);2755200;1221000
CH;329;Langenthal;1723;626400;229100;90329;6;Langenthal;2626400;1229100
CH;3293;Mels;13911;750500;212500;93293;6;Mels – Sargans;2750500;1212500
CH;3296;Sargans;946;752100;212700;93293;6;Mels – Sargans;2752100;1212700
CH;3297;Vilters-Wangs;3272;753000;210100;93293;6;Mels – Sargans;2753000;1210100
CH;331;Lotzwil;622;626700;226700;90329;6;Langenthal;2626700;1226700
CH;3338;Schmerikon;414;714000;231600;93339;6;Uznach;2714000;1231600
CH;3339;Uznach;754;717100;231500;93339;6;Uznach;2717100;1231500
CH;3340;Rapperswil-Jona;2225;705900;232200;3336;1;Rapperswil-Jona – Rüti;2705900;1232200
CH;3374;Lichtensteig;282;724600;242800;93379;6;Wattwil;2724600;1242800
CH;3379;Wattwil;5117;724800;240500;93379;6;Wattwil;2724800;1240500
CH;34;Laufen-Uhwiesen;628;689800;280600;T_2939;4;Schaffhausen (CH);2689800;1280600
CH;3402;Flawil;1147;731900;252800;93402;6;Flawil;2731900;1252800
CH;3405;Jonschwil;1099;724400;253900;3425;4;Wil (SG);2724400;1253900
CH;3407;Oberuzwil;1407;727100;254700;3425;2;Wil (SG);2727100;1254700
CH;3408;Uzwil;1449;728500;256300;3425;1;Wil (SG);2728500;1256300
CH;3424;Oberbüren;1773;729900;257000;3425;2;Wil (SG);2729900;1257000
CH;3427;Wil (SG);2082;721000;258000;3425;1;Wil (SG);2721000;1258000
CH;3441;Andwil (SG);631;738500;255500;3203;4;St. Gallen;2738500;1255500
CH;3442;Gaiserwald;1263;743200;254400;3203;2;St. Gallen;2743200;1254400
CH;3443;Gossau (SG);2751;736500;253200;3203;2;St. Gallen;2736500;1253200
CH;3444;Waldkirch;3134;739200;259200;3203;4;St. Gallen;2739200;1259200
CH;351;Bern;5162;600100;199700;351;1;Bern;2600100;1199700
CH;352;Bolligen;1657;604300;202600;351;2;Bern;2604300;1202600
CH;353;Bremgarten bei Bern;190;600000;203100;351;2;Bern;2600000;1203100
CH;354;Kirchlindach;1196;598200;205500;351;4;Bern;2598200;1205500
CH;355;Köniz;5101;598300;197200;351;2;Bern;2598300;1197200
CH;356;Muri bei Bern;763;603700;197700;351;2;Bern;2603700;1197700
CH;357;Oberbalm;1239;597400;191400;351;4;Bern;2597400;1191400
CH;358;Stettlen;350;606500;200900;351;2;Bern;2606500;1200900
CH;359;Vechigen;2482;609300;199400;351;2;Bern;2609300;1199400
CH;360;Wohlen bei Bern;3632;593900;202500;351;4;Bern;2593900;1202500
CH;361;Zollikofen;539;601200;205300;351;2;Bern;2601200;1205300
CH;362;Ittigen;420;603100;202700;351;2;Bern;2603100;1202700
CH;363;Ostermundigen;596;603600;200600;351;2;Bern;2603600;1200600
CH;371;Biel/Bienne;2119;585500;221200;371;1;Biel/Bienne;2585500;1221200
CH;372;Evilard;370;585000;222000;371;2;Biel/Bienne;2585000;1222000
CH;3721;Bonaduz;1440;749600;186400;3901;4;Chur;2749600;1186400
CH;3722;Domat/Ems;2422;753500;189100;3901;4;Chur;2753500;1189100
CH;3723;Rhäzüns;1337;749500;184900;3901;4;Chur;2749500;1184900
CH;3731;Felsberg;1340;755500;190400;3901;4;Chur;2755500;1190400
CH;3733;Tamins;4074;750200;188500;3901;4;Chur;2750200;1188500
CH;3787;St. Moritz;2869;784200;152400;93787;6;St. Moritz;2784200;1152400
CH;3804;Buseno;1115;728600;125900;5002;4;Bellinzona;2728600;1125900
CH;3810;Santa Maria in Calanca;931;731500;125000;5002;4;Bellinzona;2731500;1125000
CH;3835;San Vittore;2206;728800;122100;5002;4;Bellinzona;2728800;1122100
CH;3851;Davos;28400;782200;185700;93851;6;Davos;2782200;1185700
CH;387;Lengnau (BE);741;594500;225700;2546;2;Grenchen;2594500;1225700
CH;390;Meinisberg;439;593200;223200;371;4;Biel/Bienne;2593200;1223200
CH;3901;Chur;2809;759300;191000;3901;1;Chur;2759300;1191000
CH;392;Pieterlen;835;592300;224900;371;4;Biel/Bienne;2592300;1224900
CH;3926;Maladers;759;761800;189500;3901;4;Chur;2761800;1189500
CH;3932;Tschiertschen-Praden;2774;765500;187400;3901;4;Chur;2765500;1187400
CH;3941;Haldenstein;1856;759100;194100;3901;2;Chur;2759100;1194100
CH;3945;Trimmis;4287;762000;196300;3901;4;Chur;2762000;1196300
CH;3946;Untervaz;2772;759600;199600;3901;4;Chur;2759600;1199600
CH;3947;Zizers;1101;761800;200400;93955;6;Landquart;2761800;1200400
CH;3955;Landquart;1886;761300;203600;93955;6;Landquart;2761300;1203600
CH;4;Hausen am Albis;1360;682900;233100;261;4;Zürich;2682900;1233100
CH;4001;Aarau;1234;645800;249000;4001;1;Aarau;2645800;1249000
CH;4002;Biberstein;410;648500;251600;4001;4;Aarau;2648500;1251600
CH;4003;Buchs (AG);532;647600;248700;4001;2;Aarau;2647600;1248700
CH;4005;Erlinsbach (AG);986;643200;250100;4001;2;Aarau;2643200;1250100
CH;4006;Gränichen;1723;650000;245400;4001;2;Aarau;2650000;1245400
CH;4008;Küttigen;1190;646000;251800;4001;2;Aarau;2646000;1251800
CH;4009;Muhen;703;646500;243400;4001;4;Aarau;2646500;1243400
CH;401;Aefligen;204;609000;216000;90412;6;Kirchberg (BE);2609000;1216000
CH;4010;Oberentfelden;716;645900;245200;4001;3;Aarau;2645900;1245200
CH;4012;Suhr;1062;648400;246900;4001;2;Aarau;2648400;1246900
CH;4013;Unterentfelden;288;645700;246400;4001;3;Aarau;2645700;1246400
CH;4021;Baden;1317;665400;258400;4021;1;Baden – Brugg;2665400;1258400
CH;4022;Bellikon;494;668400;249100;261;4;Zürich;2668400;1249100
CH;4023;Bergdietikon;594;671600;249000;261;2;Zürich;2671600;1249000
CH;4026;Ennetbaden;211;666100;259100;4021;2;Baden – Brugg;2666100;1259100
CH;4027;Fislisbach;505;664400;254300;4021;3;Baden – Brugg;2664400;1254300
CH;4029;Gebenstorf;565;660600;259100;4021;2;Baden – Brugg;2660600;1259100
CH;403;Bäriswil;273;606700;207600;351;2;Bern;2606700;1207600
CH;4030;Killwangen;243;669000;253900;261;3;Zürich;2669000;1253900
CH;4031;Künten;489;667300;249100;261;4;Zürich;2667300;1249100
CH;4034;Neuenhof;538;667200;255400;4021;2;Baden – Brugg;2667200;1255400
CH;4037;Oberrohrdorf;430;666300;252400;4021;4;Baden – Brugg;2666300;1252400
CH;4038;Obersiggenthal;836;664600;260000;4021;2;Baden – Brugg;2664600;1260000
CH;404;Burgdorf;1556;614000;211700;90404;6;Burgdorf;2614000;1211700
CH;4040;Spreitenbach;860;669900;252300;261;3;Zürich;2669900;1252300
CH;4042;Turgi;155;661200;260500;4021;2;Baden – Brugg;2661200;1260500
CH;4044;Untersiggenthal;828;661500;261600;4021;2;Baden – Brugg;2661500;1261600
CH;4045;Wettingen;1060;666300;257800;4021;2;Baden – Brugg;2666300;1257800
CH;4048;Würenlos;903;669800;255100;261;3;Zürich;2669800;1255100
CH;405;Ersigen;1546;612000;216000;90412;6;Kirchberg (BE);2612000;1216000
CH;4061;Arni (AG);337;674200;241300;261;4;Zürich;2674200;1241300
CH;4062;Berikon;538;670800;244800;261;3;Zürich;2670800;1244800
CH;4063;Bremgarten (AG);1136;668400;244800;261;3;Zürich;2668400;1244800
CH;4066;Eggenwil;246;668100;247000;261;4;Zürich;2668100;1247000
CH;4067;Fischbach-Göslikon;307;665900;246900;261;4;Zürich;2665900;1246900
CH;4071;Jonen;570;672200;238800;261;4;Zürich;2672200;1238800
CH;4073;Oberlunkhofen;325;672100;240500;261;4;Zürich;2672100;1240500
CH;4074;Oberwil-Lieli;535;671600;243200;261;4;Zürich;2671600;1243200
CH;4075;Rudolfstetten-Friedlisberg;490;671100;246800;261;3;Zürich;2671100;1246800
CH;4079;Unterlunkhofen;449;671300;241600;261;4;Zürich;2671300;1241600
CH;4080;Villmergen;1194;660900;244400;4082;2;Wohlen (AG);2660900;1244400
CH;4081;Widen;262;669800;246800;261;3;Zürich;2669800;1246800
CH;4082;Wohlen (AG);1248;663400;244700;4082;1;Wohlen (AG);2663400;1244700
CH;4083;Zufikon;481;669600;244200;261;3;Zürich;2669600;1244200
CH;4084;Islisberg;166;675700;241800;261;4;Zürich;2675700;1241800
CH;409;Hindelbank;675;607800;210100;351;4;Bern;2607800;1210100
CH;4095;Brugg;636;657900;259400;4021;1;Baden – Brugg;2657900;1259400
CH;4100;Hausen (AG);320;658300;257100;4021;2;Baden – Brugg;2658300;1257100
CH;4110;Remigen;787;656500;263100;4021;4;Baden – Brugg;2656500;1263100
CH;4111;Riniken;476;656500;260600;4021;4;Baden – Brugg;2656500;1260600
CH;412;Kirchberg (BE);905;611000;214800;90412;6;Kirchberg (BE);2611000;1214800
CH;4123;Windisch;491;658400;259000;4021;2;Baden – Brugg;2658400;1259000
CH;4131;Beinwil am See;382;657800;235300;94141;6;Reinach (AG);2657800;1235300
CH;4133;Burg (AG);94;656200;231800;94141;6;Reinach (AG);2656200;1231800
CH;4139;Menziken;638;656700;232700;94141;6;Reinach (AG);2656700;1232700
CH;414;Krauchthal;1943;609700;206500;351;4;Bern;2609700;1206500
CH;4141;Reinach (AG);947;656300;233900;94141;6;Reinach (AG);2656300;1233900
CH;4172;Münchwilen (AG);246;639400;265400;T_4260;2;Stein (AG) (CH);2639400;1265400
CH;418;Oberburg;1414;614300;209600;90404;6;Burgdorf;2614300;1209600
CH;4199;Holderbank (AG);233;655100;253100;4201;2;Lenzburg;2655100;1253100
CH;420;Rüdtligen-Alchenflüh;272;610000;215100;90412;6;Kirchberg (BE);2610000;1215100
CH;4201;Lenzburg;1131;655500;249000;4201;1;Lenzburg;2655500;1249000
CH;4203;Möriken-Wildegg;661;656100;251900;4201;2;Lenzburg;2656100;1251900
CH;4204;Niederlenz;331;655700;250300;4201;2;Lenzburg;2655700;1250300
CH;4210;Staufen;358;654900;248200;4201;2;Lenzburg;2654900;1248200
CH;4226;Besenbüren;238;668500;240600;261;4;Zürich;2668500;1240600
CH;4237;Oberrüti;538;672500;224300;1711;4;Zug;2672500;1224300
CH;4238;Rottenschwil;449;669900;240800;261;4;Zürich;2669900;1240800
CH;4251;Hellikon;704;636600;262200;T_2701;4;Basel (CH);2636600;1262200
CH;4252;Kaiseraugst;490;621500;265600;T_2701;3;Basel (CH);2621500;1265600
CH;4253;Magden;1102;628200;264100;T_2701;4;Basel (CH);2628200;1264100
CH;4254;Möhlin;1880;630600;267500;T_2701;4;Basel (CH);2630600;1267500
CH;4255;Mumpf;314;636300;266200;T_2701;4;Basel (CH);2636300;1266200
CH;4256;Obermumpf;502;637600;264400;T_2701;4;Basel (CH);2637600;1264400
CH;4257;Olsberg;461;626000;263500;T_2701;4;Basel (CH);2626000;1263500
CH;4258;Rheinfelden;1602;626900;267000;T_2701;3;Basel (CH);2626900;1267000
CH;4260;Stein (AG);283;638400;266000;T_4260;1;Stein (AG) (CH);2638400;1266000
CH;4261;Wallbach;455;635000;267700;T_4260;2;Stein (AG) (CH);2635000;1267700
CH;4262;Wegenstetten;712;637300;260900;T_2701;4;Basel (CH);2637300;1260900
CH;4263;Zeiningen;1137;632500;265700;T_2701;4;Basel (CH);2632500;1265700
CH;4264;Zuzgen;839;634800;263800;T_2701;4;Basel (CH);2634800;1263800
CH;4271;Aarburg;441;634900;241100;2581;2;Olten – Zofingen;2634900;1241100
CH;4274;Brittnau;1367;638500;234300;2581;2;Olten – Zofingen;2638500;1234300
CH;4280;Oftringen;1285;636500;240700;2581;2;Olten – Zofingen;2636500;1240700
CH;4285;Strengelbach;603;637100;236500;2581;2;Olten – Zofingen;2637100;1236500
CH;4287;Vordemwald;1014;634800;236000;2581;4;Olten – Zofingen;2634800;1236000
CH;4289;Zofingen;1108;638300;237700;2581;2;Olten – Zofingen;2638300;1237700
CH;4303;Böttstein;743;660900;269100;94304;6;Döttingen-Böttstein;2660900;1269100
CH;4304;Döttingen;693;661700;269100;94304;6;Döttingen-Böttstein;2661700;1269100
CH;4306;Fisibach;577;672900;268400;261;4;Zürich;2672900;1268400
CH;4308;Kaiserstuhl;32;673700;269100;261;4;Zürich;2673700;1269100
CH;4309;Klingnau;671;661400;270100;94304;6;Döttingen-Böttstein;2661400;1270100
CH;4318;Schneisingen;826;669700;263500;261;4;Zürich;2669700;1263500
CH;4319;Siglistorf;551;670900;266500;261;4;Zürich;2670900;1266500
CH;435;La Ferrière;1416;558700;221200;T_6421;4;La Chaux-de-Fonds – Le Locle (CH);2558700;1221200
CH;438;Orvin;2159;583000;223300;371;4;Biel/Bienne;2583000;1223300
CH;4401;Arbon;600;750000;264300;4401;1;Arbon – Rorschach;2750000;1264300
CH;442;Romont (BE);702;592600;226400;371;4;Biel/Bienne;2592600;1226400
CH;4421;Horn;172;752500;262400;4401;2;Arbon – Rorschach;2752500;1262400
CH;4431;Roggwil (TG);1203;747400;262800;3203;4;St. Gallen;2747400;1262800
CH;4436;Romanshorn;873;745900;270100;4436;1;Amriswil – Romanshorn;2745900;1270100
CH;4441;Salmsach;271;745400;269000;4436;2;Amriswil – Romanshorn;2745400;1269000
CH;4461;Amriswil;1902;740000;267700;4436;1;Amriswil – Romanshorn;2740000;1267700
CH;449;Sauge;1346;588500;226400;371;4;Biel/Bienne;2588500;1226400
CH;450;Péry-La Heutte;2378;585700;227000;371;4;Biel/Bienne;2585700;1227000
CH;4566;Frauenfeld;2736;709600;268400;4566;1;Frauenfeld;2709600;1268400
CH;4643;Bottighofen;241;732800;278000;T_4671;2;Kreuzlingen (CH);2732800;1278000
CH;4671;Kreuzlingen;1150;730100;278800;T_4671;1;Kreuzlingen (CH);2730100;1278800
CH;4724;Eschlikon;622;715500;258300;3425;2;Wil (SG);2715500;1258300
CH;4746;Münchwilen (TG);781;717500;259800;3425;2;Wil (SG);2717500;1259800
CH;4751;Rickenbach (TG);158;721600;256600;3425;2;Wil (SG);2721600;1256600
CH;4761;Sirnach;1238;718800;256600;3425;1;Wil (SG);2718800;1256600
CH;4786;Wilen (TG);225;720300;256900;3425;2;Wil (SG);2720300;1256900
CH;4946;Weinfelden;1548;725700;269800;94946;6;Weinfelden;2725700;1269800
CH;5;Hedingen;653;676400;239000;261;3;Zürich;2676400;1239000
CH;5001;Arbedo-Castione;2139;723900;119200;5002;2;Bellinzona;2723900;1119200
CH;5002;Bellinzona;1912;722400;116800;5002;1;Bellinzona;2722400;1116800
CH;5004;Camorino;823;721100;113600;5002;2;Bellinzona;2721100;1113600
CH;5005;Giubiasco;626;721400;114700;5002;2;Bellinzona;2721400;1114700
CH;5006;Gnosca;746;722100;121400;5002;4;Bellinzona;2722100;1121400
CH;5007;Gorduno;920;723000;119600;5002;2;Bellinzona;2723000;1119600
CH;5008;Gudo;1002;716800;114900;5002;4;Bellinzona;2716800;1114900
CH;5010;Lumino;1009;725500;121200;5002;4;Bellinzona;2725500;1121200
CH;5012;Moleno;759;719900;125200;5002;4;Bellinzona;2719900;1125200
CH;5013;Monte Carasso;969;720300;116400;5002;2;Bellinzona;2720300;1116400
CH;5014;Pianezzo;801;722900;114300;5002;2;Bellinzona;2722900;1114300
CH;5015;Preonzo;1634;720500;124600;5002;4;Bellinzona;2720500;1124600
CH;5017;Sant'Antonino;655;719000;112500;5002;4;Bellinzona;2719000;1112500
CH;5018;Sant'Antonio;3359;726800;114500;5002;4;Bellinzona;2726800;1114500
CH;5019;Sementina;814;719600;115900;5002;2;Bellinzona;2719600;1115900
CH;5091;Ascona;495;702900;112400;T_5113;2;Locarno (CH);2702900;1112400
CH;5096;Brione sopra Minusio;383;706300;115600;T_5113;2;Locarno (CH);2706300;1115600
CH;51;Bachenbülach;431;683600;262000;261;3;Zürich;2683600;1262000
CH;5102;Corippo;771;708100;121500;T_5113;4;Locarno (CH);2708100;1121500
CH;5108;Gordola;694;710000;115500;T_5113;4;Locarno (CH);2710000;1115500
CH;5113;Locarno;1869;704700;113800;T_5113;1;Locarno (CH);2704700;1113800
CH;5115;Losone;926;702200;113500;T_5113;2;Locarno (CH);2702200;1113500
CH;5117;Mergoscia;1217;708700;118500;T_5113;4;Locarno (CH);2708700;1118500
CH;5118;Minusio;586;706300;115000;T_5113;2;Locarno (CH);2706300;1115000
CH;5120;Muralto;59;705600;114500;T_5113;2;Locarno (CH);2705600;1114500
CH;5121;Orselina;194;705200;115200;T_5113;2;Locarno (CH);2705200;1115200
CH;5125;Ronco sopra Ascona;500;699500;111100;T_5113;4;Locarno (CH);2699500;1111100
CH;5131;Tenero-Contra;369;708800;115300;T_5113;4;Locarno (CH);2708800;1115300
CH;5141;Agno;249;713100;95000;T_5192;2;Lugano (CH);2713100;1095000
CH;5143;Aranno;259;710900;97200;T_5192;4;Lugano (CH);2710900;1097200
CH;5144;Arogno;848;720100;91000;T_5192;4;Lugano (CH);2720100;1091000
CH;5146;Astano;381;706700;96600;T_5192;4;Lugano (CH);2706700;1096600
CH;5148;Bedano;187;714500;101000;T_5192;2;Lugano (CH);2714500;1101000
CH;5149;Bedigliora;257;708700;95500;T_5192;4;Lugano (CH);2708700;1095500
CH;5151;Bioggio;641;713800;96800;T_5192;2;Lugano (CH);2713800;1096800
CH;5154;Bissone;185;718400;90200;T_5192;4;Lugano (CH);2718400;1090200
CH;5160;Brusino Arsizio;412;716400;87400;T_5250;4;Chiasso – Mendrisio (CH);2716400;1087400
CH;5161;Cademario;396;712700;97700;T_5192;4;Lugano (CH);2712700;1097700
CH;5162;Cadempino;76;715900;99100;T_5192;2;Lugano (CH);2715900;1099100
CH;5167;Canobbio;128;718300;99300;T_5192;2;Lugano (CH);2718300;1099300
CH;5171;Caslano;279;711800;92300;T_5192;2;Lugano (CH);2711800;1092300
CH;5176;Comano;206;717400;99400;T_5192;2;Lugano (CH);2717400;1099400
CH;5178;Croglio;439;708400;94400;T_5192;4;Lugano (CH);2708400;1094400
CH;5180;Cureglia;106;716600;99500;T_5192;2;Lugano (CH);2716600;1099500
CH;5181;Curio;275;710400;95500;T_5192;4;Lugano (CH);2710400;1095500
CH;5186;Grancia;61;715500;91800;T_5192;2;Lugano (CH);2715500;1091800
CH;5187;Gravesano;71;714400;100000;T_5192;2;Lugano (CH);2714400;1100000
CH;5189;Lamone;186;715700;100400;T_5192;2;Lugano (CH);2715700;1100400
CH;5192;Lugano;7586;717100;95900;T_5192;1;Lugano (CH);2717100;1095900
CH;5193;Magliaso;110;712400;93500;T_5192;2;Lugano (CH);2712400;1093500
CH;5194;Manno;237;714600;99200;T_5192;2;Lugano (CH);2714600;1099200
CH;5195;Maroggia;99;718800;88200;T_5192;4;Lugano (CH);2718800;1088200
CH;5196;Massagno;74;716400;96900;T_5192;2;Lugano (CH);2716400;1096900
CH;5197;Melano;456;720100;86500;T_5192;4;Lugano (CH);2720100;1086500
CH;5198;Melide;166;716700;90400;T_5192;4;Lugano (CH);2716700;1090400
CH;5199;Mezzovico-Vira;1113;714400;105400;T_5192;4;Lugano (CH);2714400;1105400
CH;52;Bassersdorf;903;689800;255500;261;2;Zürich;2689800;1255500
CH;5200;Miglieglia;510;709900;98000;T_5192;4;Lugano (CH);2709900;1098000
CH;5202;Monteggio;336;706000;94400;T_5192;4;Lugano (CH);2706000;1094400
CH;5203;Morcote;279;714000;87300;T_5192;4;Lugano (CH);2714000;1087300
CH;5205;Muzzano;155;715000;95100;T_5192;2;Lugano (CH);2715000;1095100
CH;5206;Neggio;89;711600;93900;T_5192;2;Lugano (CH);2711600;1093900
CH;5207;Novaggio;434;709700;96400;T_5192;4;Lugano (CH);2709700;1096400
CH;5208;Origlio;208;716500;101400;T_5192;4;Lugano (CH);2716500;1101400
CH;5210;Paradiso;89;716700;94400;T_5192;2;Lugano (CH);2716700;1094400
CH;5212;Ponte Capriasca;617;717000;102300;T_5192;4;Lugano (CH);2717000;1102300
CH;5213;Ponte Tresa;41;710100;91800;T_5192;3;Lugano (CH);2710100;1091800
CH;5214;Porza;156;717300;98500;T_5192;2;Lugano (CH);2717300;1098500
CH;5216;Pura;304;710900;93600;T_5192;2;Lugano (CH);2710900;1093600
CH;5219;Rovio;560;720200;88000;T_5192;4;Lugano (CH);2720200;1088000
CH;5221;Savosa;74;717000;97800;T_5192;2;Lugano (CH);2717000;1097800
CH;5222;Sessa;288;706900;95200;T_5192;4;Lugano (CH);2706900;1095200
CH;5225;Sorengo;85;715900;95000;T_5192;2;Lugano (CH);2715900;1095000
CH;5226;Capriasca;3638;718200;102900;T_5192;4;Lugano (CH);2718200;1102900
CH;5227;Torricella-Taverne;525;715500;102600;T_5192;2;Lugano (CH);2715500;1102600
CH;5230;Vernate;151;712100;94700;T_5192;2;Lugano (CH);2712100;1094700
CH;5231;Vezia;139;716100;97900;T_5192;2;Lugano (CH);2716100;1097900
CH;5233;Vico Morcote;197;715000;87600;T_5192;4;Lugano (CH);2715000;1087600
CH;5236;Collina d'Oro;614;714600;93400;T_5192;2;Lugano (CH);2714600;1093400
CH;5237;Alto Malcantone;2206;713200;100700;T_5192;4;Lugano (CH);2713200;1100700
CH;5238;Monteceneri;3608;714600;108500;T_5192;4;Lugano (CH);2714600;1108500
CH;5242;Balerna;253;721600;78300;T_5250;2;Chiasso – Mendrisio (CH);2721600;1078300
CH;5249;Castel San Pietro;1182;721900;80200;T_5250;2;Chiasso – Mendrisio (CH);2721900;1080200
CH;5250;Chiasso;535;723400;77200;T_5250;2;Chiasso – Mendrisio (CH);2723400;1077200
CH;5251;Coldrerio;246;720300;79200;T_5250;2;Chiasso – Mendrisio (CH);2720300;1079200
CH;5254;Mendrisio;3177;720000;81000;T_5250;1;Chiasso – Mendrisio (CH);2720000;1081000
CH;5257;Morbio Inferiore;226;722600;79200;T_5250;2;Chiasso – Mendrisio (CH);2722600;1079200
CH;5260;Novazzano;523;719900;77800;T_5250;2;Chiasso – Mendrisio (CH);2719900;1077800
CH;5263;Riva San Vitale;605;718800;85000;T_5250;2;Chiasso – Mendrisio (CH);2718800;1085000
CH;5266;Stabio;615;716500;78800;T_5250;4;Chiasso – Mendrisio (CH);2716500;1078800
CH;5268;Vacallo;164;724000;78600;T_5250;2;Chiasso – Mendrisio (CH);2724000;1078600
CH;5269;Breggia;2550;722900;80100;T_5250;4;Chiasso – Mendrisio (CH);2722900;1080100
CH;5282;Claro;2056;722400;124300;5002;4;Bellinzona;2722400;1124300
CH;53;Bülach;1609;683000;263700;261;3;Zürich;2683000;1263700
CH;5317;Maggia;11115;697900;122500;T_5113;4;Locarno (CH);2697900;1122500
CH;5324;Avegno Gordevio;2732;700700;120400;T_5113;4;Locarno (CH);2700700;1120400
CH;535;Deisswil bei Münchenbuchsee;216;601300;209300;351;4;Bern;2601300;1209300
CH;536;Diemerswil;286;599200;207500;351;4;Bern;2599200;1207500
